title,price,area,rooms,floor,rent,finish_state,market,ownership,advertiser_type,year_built,elevator,building_type,building_material,address,features,url,scraped_at
2-pokojowe mieszkanie 39m2 + taras Bezpośrednio,811000.0,39.36,2,6,,do wykończenia,pierwotny,pełna własność,deweloper,2025.0,True,,,"Warszawa, winda. Otodom 66340619","['parkingowe', 'garaż/miejsce', 'taras']",https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-39m2-taras-bezposrednio-ID4umdZ,2025-07-26T21:18:53.279997
1-pokojowe mieszkanie 25m2 + balkon Bezpośrednio,547646.0,25.08,1,2,,do wykończenia,pierwotny,pełna własność,deweloper,2025.0,True,,,"Warszawa, winda. Otodom 66340674","['balkon', 'parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-25m2-balkon-bezposrednio-ID4umeS,2025-07-26T21:18:54.733625
Wilanów 75 mkw taras balkon 2 garaże,1550000.0,74.32,3,4,1155.0,do zamieszkania,wtórny,pełna własność,biuro nieruchomości,2010.0,True,apartamentowiec,cegła,"Warszawa, garaż/miejsce parkingowe. Otodom 66918412","['parkingowe', 'telewizja', 'kablowa', 'internet', 'garaż/miejsce', 'klimatyzacja', 'balkon', 'taras']",https://www.otodom.pl/pl/oferta/wilanow-75-mkw-taras-balkon-2-garaze-ID4vMxe,2025-07-26T21:18:56.138064
Mega widok /Port Praski/3 pokoje/garaż,1840000.0,80.56,3,5,1535.0,do zamieszkania,wtórny,brak informacji,biuro nieruchomości,2008.0,True,,,"Warszawa, monitoring / ochrona. Otodom 67028115","['parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/mega-widok-port-praski-3-pokoje-garaz-ID4xf4D,2025-07-26T21:18:57.477349
Kawalerka vis a vis CZD. Miejsce postojowe w garażu i komórka w cenie,550000.0,31.58,1,1,500.0,do zamieszkania,wtórny,pełna własność,prywatny,2000.0,False,apartamentowiec,,"ul. Dzięcieliny, ul. Dzięcieliny","['parkingowe', 'telewizja', 'klimatyzacja', 'internet', 'kablowa', 'piekarnik', 'garaż/miejsce', 'meble', 'pralka', 'piwnica', 'zmywarka', 'balkon', 'telefon', 'kuchenka', 'lodówka']",https://www.otodom.pl/pl/oferta/kawalerka-vis-a-vis-czd-miejsce-postojowe-w-garazu-i-komorka-w-cenie-ID4vxwI,2025-07-26T21:18:58.801485
"Nowoczesne 3-pok. mieszkanie 60,6 m², gotowe do wprowadzenia!",884800.0,60.6,3,2Czynsz:brak informacjiStan wykończenia:do zamieszkaniaRynek:wtórnyForma własności:brak informacjiDostępne od:brak informacjiTyp ogłoszeniodawcy:prywatnyInformacje dodatkowe:balkon garaż,,do zamieszkania,wtórny,brak informacji,prywatny,2022.0,True,blok,,"ul. Aluzyjna, ul. Aluzyjna","['balkon', 'parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/nowoczesne-3-pok-mieszkanie-60-6-m-gotowe-do-wprowadzenia-ID4xr00,2025-07-26T21:19:00.200177
"Na sprzedaż: 3-pokojowe mieszkanie – Wola, ul. Jana Kazimierza",1160000.0,56.15,3,5,750.0,do zamieszkania,wtórny,brak informacji,prywatny,2019.0,True,blok,cegła,"ul. Jana Kazimierza, ul. Jana Kazimierza","['lodówka', 'telewizja', 'internet', 'kablowa', 'piekarnik', 'meble', 'pralka', 'zmywarka', 'balkon', 'kuchenka', 'taras']",https://www.otodom.pl/pl/oferta/na-sprzedaz-3-pokojowe-mieszkanie-wola-ul-jana-kazimierza-ID4x9yz,2025-07-26T21:19:01.569996
sprzedam mieszkanie,669000.0,37.0,2,1,,do zamieszkania,wtórny,pełna własność,prywatny,,True,blok,,"ul. Żwirki i Wigury, ul. Żwirki i Wigury","['telewizja', 'oddzielna', 'internet', 'kuchnia', 'piekarnik', 'kablowa', 'meble', 'piwnica', 'zmywarka', 'balkon', 'kuchenka', 'lodówka']",https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-ID4x9yj,2025-07-26T21:19:02.942675
3-pokojowe mieszkanie 59m2 + balkon,780129.0,59.78,3,2,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"Warszawa, winda. Otodom 66348353","['balkon', 'parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-balkon-ID4uoeJ,2025-07-26T21:19:04.564539
,20256.0,95.0,5,,,,,,,,,,,,[],https://www.otodom.pl/pl/oferta/nu2-warszawa-wola-ID4um08,2025-07-26T21:19:06.468688
4-pokojowe mieszkanie 93m2 + 2 balkony,2119000.0,93.27,4,4,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"Warszawa, winda. Otodom 66348362","['balkon', 'parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-93m2-2-balkony-ID4uoeS,2025-07-26T21:19:08.133353
3-pokojowe mieszkanie 76m2 + loggia Bezpośrednio,1724000.0,76.07,3,4,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"Warszawa, winda. Otodom 66348185","['parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-76m2-loggia-bezposrednio-ID4uoc1,2025-07-26T21:19:09.622742
4-pokojowe mieszkanie 91m2 + 2 balkony,2067000.0,91.98,4,3,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"Warszawa, winda. Otodom 66348285","['balkon', 'parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-91m2-2-balkony-ID4uodD,2025-07-26T21:19:11.131565
1-pokojowe mieszkanie 29m2 + balkon,765000.0,29.78,1,4,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"Warszawa, winda. Otodom 66348275","['balkon', 'parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-ID4uodt,2025-07-26T21:19:12.860046
"Gotowe, Bezczynszowe 3 pokoje 61 m2+ poddasze 60m",728040.0,61.0,3,1,0.0,do wykończenia,wtórny,pełna własność,biuro nieruchomości,2014.0,False,,cegła,"Warszawa, pom. użytkowe. Otodom 66703915","['parkingowe', 'telewizja', 'pom.', 'internet', 'kablowa', 'garaż/miejsce', 'użytkowe', 'balkon']",https://www.otodom.pl/pl/oferta/gotowe-bezczynszowe-3-pokoje-61-m2-poddasze-60m-ID4wSJB,2025-07-26T21:19:14.340155
"Nowe, wykończone 2 pokoje z ogródkiem w Ursusie",780000.0,51.47,2,parter,900.0,do zamieszkania,wtórny,pełna własność,biuro nieruchomości,2024.0,True,,,"Warszawa, winda. Otodom 66748279","['parkingowe', 'internet', 'garaż/miejsce', 'meble', 'ogródek']",https://www.otodom.pl/pl/oferta/nowe-wykonczone-2-pokoje-z-ogrodkiem-w-ursusie-ID4v4h9,2025-07-26T21:19:15.650220
Wykończone 3 pokoje z garażem na Mokotowie,1470000.0,77.83,3,1,1100.0,do zamieszkania,wtórny,pełna własność,biuro nieruchomości,2013.0,True,,,"Warszawa, winda. Otodom 66973617","['parkingowe', 'pom.', 'internet', 'garaż/miejsce', 'meble', 'użytkowe', 'balkon']",https://www.otodom.pl/pl/oferta/wykonczone-3-pokoje-z-garazem-na-mokotowie-ID4x0TD,2025-07-26T21:19:17.093143
Ustawne 3 pokoje z potencjałem w Ursusie!,599000.0,44.5,3,2,550.0,do remontu,wtórny,pełna własność,biuro nieruchomości,1965.0,False,blok,wielka płyta,"Warszawa, oddzielna kuchnia. Otodom 67021975","['internet', 'oddzielna', 'kuchnia', 'piwnica', 'balkon']",https://www.otodom.pl/pl/oferta/ustawne-3-pokoje-z-potencjalem-w-ursusie-ID4xdtB,2025-07-26T21:19:18.502949
"34,36m2 PRZY AL.PRYMASA TYSIĄCLECIA Warszawa Wola BEZPOŚREDNIO+garaż",740000.0,34.36,2,10,560.0,do zamieszkania,wtórny,pełna własność,prywatny,2019.0,True,blok,cegła,"ul. Stańczyka, ul. Stańczyka","['parkingowe', 'piekarnik', 'garaż/miejsce', 'pralka', 'zmywarka', 'balkon', 'kuchenka', 'lodówka']",https://www.otodom.pl/pl/oferta/34-36m2-przy-al-prymasa-tysiaclecia-warszawa-wola-bezposrednio-garaz-ID4vL09,2025-07-26T21:19:20.169034
Bielany Reymonta ⭐️52m2 3 pok + balkon + piwnica,710000.0,52.0,3,9,900.0,brak informacji,wtórny,pełna własność,biuro nieruchomości,1975.0,True,blok,,"Warszawa, piwnica. Otodom 67073935","['balkon', 'piwnica']",https://www.otodom.pl/pl/oferta/bielany-reymonta-52m2-3-pok-balkon-piwnica-ID4xqZF,2025-07-26T21:19:21.537726
Nowy Segment Parter!- Wawer |75 m²| Ogród 114m²|0 zł czynsz|2 miejsca|,1219000.0,75.0,3,parterCzynsz:0 zł Stan wykończenia:do zamieszkaniaRynek:wtórnyForma własności:pełna własnośćDostępne od:2025-07-25Typ ogłoszeniodawcy:prywatnyInformacje dodatkowe:ogródek taras garaż,0.0,do zamieszkania,wtórny,pełna własność,prywatny,2024.0,False,szeregowiec,silikat,"ul. Tawułkowa, ul. Tawułkowa","['parkingowe', 'lodówka', 'telewizja', 'pom.', 'kuchenka', 'klimatyzacja', 'internet', 'piekarnik', 'garaż/miejsce', 'kablowa', 'meble', 'pralka', 'użytkowe', 'zmywarka', 'telewizor', 'telefon', 'ogródek', 'taras']",https://www.otodom.pl/pl/oferta/nowy-segment-parter-wawer-75-m-ogrod-114m-0-zl-czynsz-2-miejsca-ID4vhar,2025-07-26T21:19:22.979531
,,127.0,5,,,,,,,,,,,,[],https://www.otodom.pl/pl/oferta/splot-wola-ID4uon1,2025-07-26T21:19:25.971964
2-pokojowe mieszkanie 38m2 + balkon Bez Prowizji,,38.69,2,2,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"ul. Goleszowska, ul. Goleszowska","['balkon', 'parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-38m2-balkon-bez-prowizji-ID4uooo,2025-07-26T21:19:27.629238
3-pokojowe mieszkanie 58m2 + balkon Bez Prowizji,,58.51,3,2,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"ul. Goleszowska, ul. Goleszowska","['balkon', 'parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-58m2-balkon-bez-prowizji-ID4uoot,2025-07-26T21:19:29.053243
Na sprzedaż 95 m2 3 pokoje Wilanów!,2250000.0,95.0,3,2,1070.0,do zamieszkania,wtórny,pełna własność,prywatny,2009.0,True,blok,,"ul. Prymasa Augusta Hlonda, ul. Prymasa Augusta Hlonda","['parkingowe', 'telewizja', 'internet', 'kablowa', 'garaż/miejsce', 'klimatyzacja', 'balkon']",https://www.otodom.pl/pl/oferta/na-sprzedaz-95-m2-3-pokoje-wilanow-ID4xf8q,2025-07-26T21:19:30.412713
3 pokojowe mieszkanie na Osiedlu Wilno,980000.0,59.46,3,1,730.0,do zamieszkania,wtórny,pełna własność,prywatny,2019.0,True,blok,beton komórkowy,"Warszawa, winda. Otodom 67006833","['parkingowe', 'telewizja', 'internet', 'kablowa', 'piekarnik', 'garaż/miejsce', 'meble', 'zmywarka', 'balkon', 'telefon', 'kuchenka', 'lodówka']",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-na-osiedlu-wilno-ID4x9xn,2025-07-26T21:19:31.731535
Luksusowy nowoczesny 2-pokojowy apartament,1990000.0,78.4,2,4,1270.0,do zamieszkania,wtórny,pełna własność,prywatny,2010.0,True,plomba,cegła,"Warszawa, winda. Otodom 63796822","['parkingowe', 'telewizja', 'pom.', 'kablowa', 'internet', 'piekarnik', 'garaż/miejsce', 'meble', 'pralka', 'użytkowe', 'zmywarka', 'telewizor', 'balkon', 'telefon', 'kuchenka', 'lodówka']",https://www.otodom.pl/pl/oferta/luksusowy-nowoczesny-2-pokojowy-apartament-ID4jGt0,2025-07-26T21:19:33.307701
"Przestronne, ciche mieszkanie 4-pokojowe  z garażem, Ochota",1818000.0,116.6,4,1Czynsz:1 490 zł Stan wykończenia:do zamieszkaniaRynek:wtórnyForma własności:brak informacjiDostępne od:2025-07-22Typ ogłoszeniodawcy:biuro nieruchomości Informacje dodatkowe:balkon garaż,1490.0,do zamieszkania,wtórny,brak informacji,biuro nieruchomości,2000.0,True,blok,inny,"ul. Opaczewska, ul. Opaczewska","['parkingowe', 'telewizja', 'oddzielna', 'internet', 'kuchnia', 'garaż/miejsce', 'piekarnik', 'kablowa', 'meble', 'pralka', 'piwnica', 'zmywarka', 'telewizor', 'balkon', 'telefon', 'kuchenka', 'lodówka']",https://www.otodom.pl/pl/oferta/przestronne-ciche-mieszkanie-4-pokojowe-z-garazem-ochota-ID4x6Xp,2025-07-26T21:19:34.676348
3-pokojowe mieszkanie 59m2 + loggia Bezpośrednio,,59.96,3,6,,do wykończenia,pierwotny,pełna własność,deweloper,2025.0,True,,,"Warszawa, winda. Otodom 66347780","['parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-59m2-loggia-bezposrednio-ID4uo5u,2025-07-26T21:19:36.732583
4-pokojowe mieszkanie 92m2 + 2 balkony,,92.85,4,1,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,False,,,"Warszawa, teren zamknięty. Otodom 66411395","['balkon', 'dwupoziomowe']",https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-92m2-2-balkony-ID4uEDx,2025-07-26T21:19:39.080511
2-pokojowe mieszkanie 44m2 + ogródek Bez Prowizji,756100.0,44.28,2,parter,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"Warszawa, winda. Otodom 66342175","['parkingowe', 'garaż/miejsce', 'ogródek']",https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-44m2-ogrodek-bez-prowizji-ID4umD5,2025-07-26T21:19:40.704590
4-pokojowe mieszkanie 122m2 + taras,,122.48,4,5,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"ul. Solińska, ul. Solińska","['parkingowe', 'garaż/miejsce', 'balkon', 'dwupoziomowe', 'taras']",https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-122m2-taras-ID4uoaw,2025-07-26T21:19:42.233719
"3 pokoje, 200m od metra, gotowe do wprowadzenia - bezpośrednio",650000.0,49.6,3,4,700.0,do zamieszkania,wtórny,spółdzielcze wł. prawo do lokalu,prywatny,1980.0,False,blok,,"ul. Suwalska, ul. Suwalska","['telewizja', 'internet', 'kablowa', 'piekarnik', 'meble', 'zmywarka', 'piwnica', 'balkon', 'telefon', 'kuchenka', 'lodówka']",https://www.otodom.pl/pl/oferta/3-pokoje-200m-od-metra-gotowe-do-wprowadzenia-bezposrednio-ID4vgjr,2025-07-26T21:19:44.671132
4-pokojowe mieszkanie 107m2 + ogródek,,107.59,4,parter,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,False,,,"ul. Wiązana, ul. Wiązana","['parkingowe', 'dwupoziomowe', 'garaż/miejsce', 'ogródek']",https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-107m2-ogrodek-ID4u8Wk,2025-07-26T21:19:46.295302
"Nowoczesne Studio, NOWE, metro Chrzanów, Bemowo-ŚWIETNA LOKALIZACJA!",679000.0,29.52,1,1,500.0,do zamieszkania,wtórny,pełna własność,prywatny,2025.0,True,apartamentowiec,cegła,"Warszawa, dwupoziomowe. Otodom 66571661","['telewizja', 'kablowa', 'internet', 'piekarnik', 'meble', 'pralka', 'zmywarka', 'telewizor', 'balkon', 'dwupoziomowe', 'kuchenka', 'lodówka']",https://www.otodom.pl/pl/oferta/nowoczesne-studio-nowe-metro-chrzanow-bemowo-swietna-lokalizacja-ID4wkkt,2025-07-26T21:19:47.645539
,,74.0,4,,,,,,,,,,,,[],https://www.otodom.pl/pl/oferta/metro-art-ID4umt4,2025-07-26T21:19:49.480647
1-pokojowe mieszkanie 26m2 + ogródek Bezpośrednio,,26.55,1,parter,,do wykończenia,pierwotny,pełna własność,deweloper,2025.0,True,,,"ul. Chodakowska, ul. Chodakowska","['parkingowe', 'garaż/miejsce', 'ogródek']",https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-26m2-ogrodek-bezposrednio-ID4uyK0,2025-07-26T21:19:51.174731
3-pokojowe mieszkanie 54m2 + balkon,,54.86,3,1,,do wykończenia,pierwotny,pełna własność,deweloper,2025.0,True,,,"ul. Chodakowska, ul. Chodakowska","['balkon', 'parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-54m2-balkon-ID4up5P,2025-07-26T21:19:52.682412
2-pokojowe mieszkanie 38m2 + ogródek Bez Prowizji,,38.99,2,parter,,do wykończenia,pierwotny,pełna własność,deweloper,2025.0,True,,,"ul. Chodakowska, ul. Chodakowska","['parkingowe', 'garaż/miejsce', 'ogródek']",https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-38m2-ogrodek-bez-prowizji-ID4up5Q,2025-07-26T21:19:54.175174
,26373.0,108.0,4,,,,,,,,,,,,[],https://www.otodom.pl/pl/oferta/zelazna-54-ID4uomP,2025-07-26T21:19:56.217501
3-pokojowe mieszkanie 53m2 + balkon,2291000.0,53.27,3,5,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"ul. Żelazna, ul. Żelazna","['balkon', 'parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-53m2-balkon-ID4uori,2025-07-26T21:19:57.766730
3-pokojowe mieszkanie 61m2 + loggia Bezpośrednio,2506000.0,61.12,3,3,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"ul. Żelazna, ul. Żelazna","['parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-61m2-loggia-bezposrednio-ID4uoqL,2025-07-26T21:19:59.156713
2-pokojowe mieszkanie 40m2 + loggia Bezpośrednio,1673000.0,40.8,2,3,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"ul. Żelazna, ul. Żelazna","['parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-40m2-loggia-bezposrednio-ID4uoqR,2025-07-26T21:20:01.279775
2-pokojowe mieszkanie 46m2 + loggia,2081000.0,46.76,2,7,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"ul. Żelazna, ul. Żelazna","['parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46m2-loggia-ID4uorY,2025-07-26T21:20:02.879225
,,77.0,4,,,,,,,,,,,,[],https://www.otodom.pl/pl/oferta/vista-wawer-ID4ui3m,2025-07-26T21:20:04.667091
3-pokojowe mieszkanie 61m2 + 2 ogródki,,61.18,3,parter,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"ul. Tytoniowa, ul. Tytoniowa","['parkingowe', 'garaż/miejsce', 'ogródek']",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-61m2-2-ogrodki-ID4ujiC,2025-07-26T21:20:06.395769
2-pokojowe mieszkanie 53m2 + balkon Bez Prowizji,,53.49,2,4,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"ul. Tytoniowa, ul. Tytoniowa","['balkon', 'parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-53m2-balkon-bez-prowizji-ID4ujiv,2025-07-26T21:20:07.896760
3-pokojowe mieszkanie 55m2 + balkon,971838.0,55.9,3,1,,do wykończenia,pierwotny,pełna własność,deweloper,2025.0,True,,,"Warszawa, winda. Otodom 66339409","['balkon', 'parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-55m2-balkon-ID4ulUt,2025-07-26T21:20:09.273555
3-pokojowe mieszkanie 60m2 + ogródek,1460000.0,60.72,3,parter,,do wykończenia,pierwotny,pełna własność,deweloper,2025.0,True,,,"ul. Anny German, ul. Anny German","['parkingowe', 'garaż/miejsce', 'ogródek', 'taras']",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-60m2-ogrodek-ID4uols,2025-07-26T21:20:10.778888
Słoneczne mieszkanie blisko centrum,993000.0,48.0,2,1,550.0,do zamieszkania,wtórny,pełna własność,prywatny,2017.0,True,blok,,"ul. Krypska, ul. Krypska","['telewizja', 'internet', 'kablowa', 'piekarnik', 'meble', 'pralka', 'zmywarka', 'klimatyzacja', 'telewizor', 'balkon', 'kuchenka', 'lodówka']",https://www.otodom.pl/pl/oferta/sloneczne-mieszkanie-blisko-centrum-ID4vxKl,2025-07-26T21:20:12.107105
Na sprzedaż dwustronne 3-pokojowe mieszkanie – Sady Żoliborskie,1619000.0,65.22,3,3,1150.0,do zamieszkania,wtórny,pełna własność,prywatny,2020.0,True,blok,żelbet,"ul. Zygmunta Krasińskiego, ul. Zygmunta Krasińskiego","['parkingowe', 'telewizja', 'pom.', 'internet', 'telewizor', 'piekarnik', 'garaż/miejsce', 'kablowa', 'meble', 'pralka', 'użytkowe', 'piwnica', 'zmywarka', 'balkon', 'telefon', 'kuchenka', 'lodówka']",https://www.otodom.pl/pl/oferta/na-sprzedaz-dwustronne-3-pokojowe-mieszkanie-sady-zoliborskie-ID4xkUa,2025-07-26T21:20:13.540139
3-pokojowe mieszkanie 57m2 + 2 loggie Bez Prowizji,1574000.0,57.16,3,3,,do wykończenia,pierwotny,pełna własność,deweloper,2025.0,True,,,"ul. Stefana Okrzei, ul. Stefana Okrzei","['parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-2-loggie-bez-prowizji-ID4usT0,2025-07-26T21:20:15.080252
"Mieszkanie 64,8 m2, 3 pokoje, Warszawa Gocław",900000.0,64.8,3,5,1200.0,do zamieszkania,wtórny,pełna własność,biuro nieruchomości,1982.0,True,blok,,"Warszawa, garaż/miejsce parkingowe. Otodom 67073894","['parkingowe', 'telewizja', 'kablowa', 'internet', 'garaż/miejsce', 'meble', 'piwnica', 'balkon']",https://www.otodom.pl/pl/oferta/mieszkanie-64-8-m2-3-pokoje-warszawa-goclaw-ID4xqZ0,2025-07-26T21:20:16.484581
1-pokojowe mieszkanie 29m2 + balkon,750000.0,29.75,1,2,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"Warszawa, winda. Otodom 66348264","['balkon', 'parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/1-pokojowe-mieszkanie-29m2-balkon-ID4uodi,2025-07-26T21:20:18.180162
2-pokojowe mieszkanie 45m2 + balkon,842800.0,45.47,2,5,,do wykończenia,pierwotny,pełna własność,deweloper,2025.0,True,,,"Warszawa, winda. Otodom 66340862","['balkon', 'parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-45m2-balkon-ID4umhU,2025-07-26T21:20:19.993768
3-pokojowe mieszkanie 57m2 + balkon Bez Prowizji,1004700.0,57.65,3,7,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"Warszawa, winda. Otodom 66346226","['balkon', 'parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-balkon-bez-prowizji-ID4unGq,2025-07-26T21:20:21.487742
,,80.0,4,,,,,,,,,,,,[],https://www.otodom.pl/pl/oferta/miasteczko-nova-sfera-ID4umsV,2025-07-26T21:20:23.569823
3-pokojowe mieszkanie 57m2 + loggia Bez Prowizji,,57.57,3,2,,do wykończenia,pierwotny,pełna własność,deweloper,2024.0,True,,,"Warszawa, teren zamknięty. Otodom 66351908","['parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-57m2-loggia-bez-prowizji-ID4upa4,2025-07-26T21:20:25.141269
2-pokojowe mieszkanie 43m2 + loggia,,43.68,2,parter,,do wykończenia,pierwotny,pełna własność,deweloper,2024.0,True,,,"Warszawa, teren zamknięty. Otodom 66351930","['parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-43m2-loggia-ID4upaq,2025-07-26T21:20:26.623796
,24510.0,143.0,5,,,,,,,,,,,,[],https://www.otodom.pl/pl/oferta/jasminowy-mokotow-vi-ID4um09,2025-07-26T21:20:28.948839
5-pokojowe mieszkanie 143m2 + taras Bez Prowizji,3880000.0,143.53,5,2,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"ul. Białego Dębu, ul. Białego Dębu","['balkon', 'parkingowe', 'garaż/miejsce', 'taras']",https://www.otodom.pl/pl/oferta/5-pokojowe-mieszkanie-143m2-taras-bez-prowizji-ID4umEc,2025-07-26T21:20:30.697707
4-pokojowe mieszkanie 94m2 + taras Bezpośrednio,2740000.0,94.2,4,2,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"ul. Białego Dębu, ul. Białego Dębu","['balkon', 'parkingowe', 'garaż/miejsce', 'taras']",https://www.otodom.pl/pl/oferta/4-pokojowe-mieszkanie-94m2-taras-bezposrednio-ID4umE8,2025-07-26T21:20:32.258771
2-pokojowe mieszkanie 49m2 + ogródek,1490000.0,49.84,2,parter,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"ul. Białego Dębu, ul. Białego Dębu","['parkingowe', 'garaż/miejsce', 'ogródek']",https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-49m2-ogrodek-ID4umDz,2025-07-26T21:20:33.810995
3-pokojowe mieszkanie 78m2 + 2 balkony,2100000.0,78.57,3,1,,do wykończenia,pierwotny,pełna własność,deweloper,2026.0,True,,,"ul. Białego Dębu, ul. Białego Dębu","['balkon', 'parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-78m2-2-balkony-ID4umDK,2025-07-26T21:20:35.291736
Bez prowizji z ogrodem 4 pokojowe nowe mieszkanie!,735000.0,60.0,4,parter,490.0,do wykończenia,wtórny,brak informacji,biuro nieruchomości,2024.0,True,,pustak,"Warszawa, monitoring / ochrona. Otodom 67073891","['parkingowe', 'garaż/miejsce']",https://www.otodom.pl/pl/oferta/bez-prowizji-z-ogrodem-4-pokojowe-nowe-mieszkanie-ID4xqYX,2025-07-26T21:20:36.761565
"Trzy pokoje, Muranów, Jana Pawła II,  BEZPOŚREDNIO",820000.0,55.4,3,6,,do remontu,wtórny,pełna własność,prywatny,1963.0,True,blok,inny,"Warszawa, winda. Otodom 66816087","['balkon', 'kuchnia', 'piwnica', 'oddzielna']",https://www.otodom.pl/pl/oferta/trzy-pokoje-muranow-jana-pawla-ii-bezposrednio-ID4vlUP,2025-07-26T21:20:38.122644
Metro 4min! Nowoczesny PRL z loftowym sznytem,767000.0,33.0,1,1,430.0,do zamieszkania,wtórny,spółdzielcze wł. prawo do lokalu,biuro nieruchomości,1975.0,True,blok,wielka płyta,"ul. Stokłosy, ul. Stokłosy","['telewizja', 'internet', 'kablowa', 'meble', 'piwnica', 'balkon']",https://www.otodom.pl/pl/oferta/metro-4min-nowoczesny-prl-z-loftowym-sznytem-ID4xiYr,2025-07-26T21:20:39.577385
"Mieszkanie, 57,40 m², Warszawa",746200.0,57.4,2,2,,brak informacji,wtórny,pełna własność,biuro nieruchomości,1993.0,True,blok,inny,"Warszawa, winda. Otodom 65573864","['balkon', 'piwnica']",https://www.otodom.pl/pl/oferta/mieszkanie-57-40-m-warszawa-ID4r8KY,2025-07-26T21:20:41.016462
